System;Region;Route;Banner;Abbrev;City;Root;AltRouteNames
itaa2;ITA-LOM;A1;;;Autostrada del Sole;italom.a001;
itaa2;ITA-EMI;A1;;;Autostrada del Sole;itaemi.a001;
itaa2;ITA-TOS;A1;;;Autostrada del Sole;itatos.a001;
itaa2;ITA-UMB;A1;;;Autostrada del Sole (Orvieto);itaumb.a001;
itaa2;ITA-LAZ;A1;;Cam;Autostrada del Sole (Campo del Pero);italaz.a001cam;
itaa2;ITA-UMB;A1;;Lag;Autostrada del Sole (Lago di Alviano);itaumb.a001lag;
itaa2;ITA-LAZ;A1;;Lag;Autostrada del Sole (Lago di Alviano);italaz.a001lag;
itaa2;ITA-UMB;A1;;Alv;Autostrada del Sole (Alviano);itaumb.a001alv;
itaa2;ITA-LAZ;A1;;Sip;Autostrada del Sole (Sipicciano);italaz.a001sip;
itaa2;ITA-UMB;A1;;Att;Autostrada del Sole (Attigliano);itaumb.a001att;
itaa2;ITA-LAZ;A1;;Ort;Autostrada del Sole (Orte);italaz.a001ort;
itaa2;ITA-UMB;A1;;Ort;Autostrada del Sole (Orte Scalo);itaumb.a001ort;
itaa2;ITA-LAZ;A1;;Bau;Autostrada del Sole (Baucche);italaz.a001bau;
itaa2;ITA-UMB;A1;;Cas;Autostrada del Sole (Castelio delle Formiche);itaumb.a001cas;
itaa2;ITA-LAZ;A1;;;Autostrada del Sole (Frosinone);italaz.a001;
itaa2;ITA-CAM;A1;;;Autostrada del Sole;itacam.a001;
itaa2;ITA-LOM;A1;;Mil;Raccordo Milano-Piazzale Corvetto;italom.a001mil;
itaa2;ITA-EMI;A1;;Sas;Raccordo Autostradale Sasso Marconi;itaemi.a001sas;
itaa2;ITA-EMI;A1;Var;;Variante di Valico;itaemi.a001var;
itaa2;ITA-TOS;A1;Var;;Variante di Valico;itatos.a001var;
itaa2;ITA-LAZ;A1;;NRo;Diramazione Roma Nord;italaz.a001nro;
itaa2;ITA-LAZ;A1;;SRo;Diramazione Roma Sud;italaz.a001sro;
itaa2;ITA-CAM;A1;;Cap;Diramazione Capodichino;itacam.a001cap;
itaa2;ITA-CAM;A2;;;Autostrada del Mediterraneo;itacam.a002;
itaa2;ITA-BAS;A2;;;Autostrada del Mediterraneo;itabas.a002;
itaa2;ITA-CAL;A2;;;Autostrada del Mediterraneo;itacal.a002;
itaa2;ITA-CAL;A2;Racc;;Raccordo Reggio Calabria;itacal.a002racc;
itaa2;ITA-CAM;A3;;;Autostrada Meridionali;itacam.a003;
itaa2;ITA-PIE;A4;;;Autostrada Serenissima;itapie.a004;
itaa2;ITA-LOM;A4;;;Autostrada Serenissima;italom.a004;
itaa2;ITA-VEN;A4;;;Autostrada Serenissima (Monfalcone);itaven.a004;
itaa2;ITA-FRI;A4;;Ron;Autostrada Serenissima (Ronchis);itafri.a004ron;
itaa2;ITA-VEN;A4;;Ron;Autostrada Serenissima (Ronchis);itaven.a004ron;
itaa2;ITA-FRI;A4;;;Autostrada Serenissima (Padova);itafri.a004;
itaa2;ITA-PIE;A4;;Chi;Raccordo Est di Chivasso;itapie.a004chi;
itaa2;ITA-PIE;A4A5;;;Diramazione Ivrea-Santhià;itapie.a004a005;
itaa2;ITA-PIE;A4A26;;;Diramazione Stroppiana-Santhià;itapie.a004a026;
itaa2;ITA-PIE;A5;;;Autostrada della Valle d'Aosta;itapie.a005;
itaa2;ITA-VAL;A5;;;Autostrada della Valle d'Aosta;itaval.a005;
itaa2;ITA-PIE;A6;;;Autostrada la Verdemare;itapie.a006;
itaa2;ITA-LIG;A6;;;Autostrada la Verdemare;italig.a006;
itaa2;ITA-PIE;A6;;Fos;Diramazione per Fossano;itapie.a006fos;
itaa2;ITA-LOM;A7;;;Autostrada dei Giovi;italom.a007;
itaa2;ITA-PIE;A7;;;Autostrada dei Giovi;itapie.a007;
itaa2;ITA-LIG;A7;;;Autostrada dei Giovi;italig.a007;
itaa2;ITA-PIE;A7A26;;;Diramazione Predosa-Bettole;itapie.a007a026;
itaa2;ITA-LOM;A8;;;Autostrada dei Laghi;italom.a008;
itaa2;ITA-TOS;A8A26;;;Diramazione Gallarate-Gattico;itatos.a008a026;
itaa2;ITA-PIE;A8A26;;;Diramazione Gallarate-Gattico;itapie.a008a026;
itaa2;ITA-LOM;A9;;;Autostrada dei Laghi;italom.a009;
itaa2;ITA-LIG;A10;;;Autostrada dei Fiori;italig.a010;
itaa2;ITA-TOS;A11;;;Autostrada Firenze-Mare;itatos.a011;
itaa2;ITA-TOS;A11;;Via;Diramazione Lucca-Viareggio;itatos.a011via;
itaa2;ITA-LIG;A12;;;Autostrada Azzurra;italig.a012;
itaa2;ITA-TOS;A12;;;Autostrada Azzurra;itatos.a012;
itaa2;ITA-TOS;A12;;Pis;Raccordo Autostradale di Pisa;itatos.a012pis;
itaa2;ITA-TOS;A12;;Liv;Diramazione per Livorno;itatos.a012liv;
itaa2;ITA-LAZ;A12;;;Autostrada Azzurra;italaz.a012;
itaa2;ITA-EMI;A13;;;Autostrada Bologna - Padova;itaemi.a013;
itaa2;ITA-VEN;A13;;;Autostrada Bologna - Padova;itaven.a013;
itaa2;ITA-VEN;A13;;Pad;Diramazione per Padova sud;itaven.a013pad;
itaa2;ITA-EMI;A13;;Fer;Diramazione per Ferrara;itaemi.a013fer;
itaa2;ITA-EMI;A14;;;Autostrada Adriatica;itaemi.a014;
itaa2;ITA-MAR;A14;;;Autostrada Adriatica;itamar.a014;
itaa2;ITA-ABR;A14;;;Autostrada Adriatica;itaabr.a014;
itaa2;ITA-MOL;A14;;;Autostrada Adriatica;itamol.a014;
itaa2;ITA-PUG;A14;;;Autostrada Adriatica;itapug.a014;
itaa2;ITA-EMI;A14;;Cas;Ramo Casalecchio;itaemi.a014cas;
itaa2;ITA-EMI;A14;Dir;;Diramazione per Ravenna;itaemi.a014dir;
itaa2;ITA-PUG;A14;;Bar;Raccordo per tangenziale di Bari;itapug.a014bar;
itaa2;ITA-EMI;A15;;;Autostrada della Cisa;itaemi.a015;
itaa2;ITA-TOS;A15;;;Autostrada della Cisa;itatos.a015;
itaa2;ITA-LIG;A15;;;Autostrada della Cisa;italig.a015;
itaa2;ITA-LIG;A15;;San;Diramazione La Spezia-Santo Stefano di Magra;italig.a015san;
itaa2;ITA-LIG;A15;;Ler;Raccordo La Spezia-Lerici;italig.a015ler;
itaa2;ITA-CAM;A16;;;Autostrada dei Due Mari;itacam.a016;
itaa2;ITA-PUG;A16;;;Autostrada dei Due Mari;itapug.a016;
itaa2;ITA-SIC;A18;;;Autostrada Messina - Catinia;itasic.a018;
itaa2;ITA-SIC;A18;;Sir;Autostrada Siracusa - Gela;itasic.a018sir;
itaa2;ITA-SIC;A18;Dir;;Diramazione per Catania;itasic.a018dir;
itaa2;ITA-SIC;A19;;;Autostrada Palermo - Catinia;itasic.a019;
itaa2;ITA-SIC;A19;;Cal;Raccordo Caltanissetta;itasic.a019cal;
itaa2;ITA-SIC;A20;;;Autostrada Messina - Palermo;itasic.a020;
itaa2;ITA-PIE;A21;;;Autostrada dei Vini;itapie.a021;
itaa2;ITA-EMI;A21;;;Autostrada dei Vini;itaemi.a021;
itaa2;ITA-LOM;A21;;;Autostrada dei Vini;italom.a021;
itaa2;ITA-EMI;A21;;Cor;Diramazione per Fiorenzuola;itaemi.a021cor;
itaa2;ITA-LOM;A21;Racc;;Raccordo autostradale Ospitaletto-Montichiari;italom.a021racc;
itaa2;ITA-TRE;A22;;;Autostrada del Brennero;itatre.a022;
itaa2;ITA-VEN;A22;;;Autostrada del Brennero;itaven.a022;
itaa2;ITA-EMI;A22;;;Autostrada del Brennero;itaemi.a022;
itaa2;ITA-FRI;A23;;;Autostrada Alpe-Adria;itafri.a023;
itaa2;ITA-LAZ;A24;;;Autostrada dei Parchi (Roma);italaz.a024;
itaa2;ITA-ABR;A24;;Car;Autostrada dei Parchi (Carsoli);itaabr.a024car;
itaa2;ITA-LAZ;A24;;Bor;Autostrada dei Parchi (Borgorose);italaz.a024bor;
itaa2;ITA-ABR;A24;;;Autostrada dei Parchi (L'Aquila);itaabr.a024;
itaa2;ITA-LAZ;A25;;;Autostrada dei Parchi;italaz.a025;
itaa2;ITA-ABR;A25;;;Autostrada dei Parchi;itaabr.a025;
itaa2;ITA-LIG;A26;;;Autostrada dei Trafori;italig.a026;
itaa2;ITA-PIE;A26;;;Autostrada dei Trafori;itapie.a026;
itaa2;ITA-VEN;A27;;;Autostrada d'Alemagna;itaven.a027;
itaa2;ITA-FRI;A28;;;Autostrada Portogruaro - Pordenone - Conegliano;itafri.a028;
itaa2;ITA-VEN;A28;;;Autostrada Portogruaro - Pordenone - Conegliano;itaven.a028;
itaa2;ITA-SIC;A29;;;Autostrada del Sale;itasic.a029;
itaa2;ITA-SIC;A29;;Pun;Bretella aeroporto Falcone e Borsellino;itasic.a029pun;
itaa2;ITA-SIC;A29;Dir;Tra;Diramazione Alcamo-Trapani;itasic.a029dirtra;
itaa2;ITA-SIC;A29;Dir;Bir;Diramazione per Birgi;itasic.a029dirbir;
itaa2;ITA-CAM;A30;;;Autostrada Caserta - Salerno;itacam.a030;
itaa2;ITA-VEN;A31;;;Autostrada della Val d'Astico;itaven.a031;
itaa2;ITA-PIE;A32;;;Autostrada del Frejus;itapie.a032;
itaa2;ITA-PIE;A33;;Ast;Autostrada Asti - Cuneo (Asti);itapie.a033ast;
itaa2;ITA-PIE;A33;;;Autostrada Asti - Cuneo (Cuneo);itapie.a033;
itaa2;ITA-FRI;A34;;;Autostrada Villesse - Goriza;itafri.a034;
itaa2;ITA-LOM;A35;;;Autostrada 'BreBeMi';italom.a035;
itaa2;ITA-LOM;A36;;;Autostrada Pedemontana Lombarda;italom.a036;
itaa2;ITA-LOM;A50;;;Tangenziale Ovest di Milano;italom.a050;
itaa2;ITA-LOM;A51;;;Tangenziale Est di Milano;italom.a051;
itaa2;ITA-LOM;A52;;;Tangenziale Nord di Milano (Monza);italom.a052;
itaa2;ITA-LOM;A52;;Rho;Tangenziale Nord di Milano (Rho);italom.a052rho;
itaa2;ITA-LOM;A53;;;Raccordo Autostradale Bereguardo - Pavia;italom.a053;
itaa2;ITA-LOM;A54;;;Tangenziale di Pavia;italom.a054;
itaa2;ITA-PIE;A55;;;Tangenziale di Torino;itapie.a055;
itaa2;ITA-PIE;A55;;Riv;Tangenziale di Torino (Rivoli);itapie.a055riv;
itaa2;ITA-PIE;A55;;Mon;Diramazione per Moncalieri;itapie.a055mon;
itaa2;ITA-PIE;A55;;Pin;Diramazione per Pinerolo;itapie.a055pin;
itaa2;ITA-PIE;A55;;Fal;Raccordo della Falchera;itapie.a055fal;
itaa2;ITA-CAM;A56;;;Tangenziale di Napoli;itacam.a056;
itaa2;ITA-VEN;A57;;;Tangenziale di Mestre;itaven.a057;
itaa2;ITA-LOM;A58;;;Tangenziale Est Esterna di Milano;italom.a058;
itaa2;ITA-LOM;A59;;;Tangenziale di Como;italom.a059;
itaa2;ITA-LOM;A60;;;Tangenziale Est di Varese;italom.a060;
itaa2;ITA-LAZ;A91;;;Autostrada Roma-Fiumicino;italaz.a091;
itaa2;ITA-LAZ;AGRA;;;Grande Raccordo Anulare;italaz.agra;
itaa2;ITA-SIC;AutCatSir;;;Autostrada Catania-Siracusa;itasic.autcatsir;
itaa2;ITA-FRI;AutSisRab;;;Autostrada Sistiana-Rabuiese;itafri.autsisrab;
