systemName;region;route;banner;abbrev;city;root;altRouteNames;
ausqldtd;AUS-QLD;TD1;;;Settlers Route;ausqld.td001;
ausqldtd;AUS-QLD;TD2;;;Central Highlands Tourist Route;ausqld.td002;
ausqldtd;AUS-QLD;TD2;;Par;Paradise Dam Tourist Drive;ausqld.td002par;
ausqldtd;AUS-QLD;TD3;;;Border Rivers Tourist Drive;ausqld.td003;
ausqldtd;AUS-QLD;TD3;;Gra;Granite Belt Drive;ausqld.td003gra;
ausqldtd;AUS-QLD;TD4;;;Central Highlands Tourist Route;ausqld.td004;
ausqldtd;AUS-QLD;TD4;;Cli;Darling Downs Tourist Drive;ausqld.td004cli;
ausqldtd;AUS-QLD;TD5;;;Armistice Way;ausqld.td005;
ausqldtd;AUS-QLD;TD6;;;Central Highlands Tourist Route;ausqld.td006;
ausqldtd;AUS-QLD;TD6;;Bau;Bauple Tourist Drive;ausqld.td006bau;
ausqldtd;AUS-QLD;TD6;;Hig;Highland Drive;ausqld.td006hig;
ausqldtd;AUS-QLD;TD7;;;Central Highlands Tourist Route;ausqld.td007;
ausqldtd;AUS-QLD;TD7;;Ora;Oracle's Way;ausqld.td007ora;
ausqldtd;AUS-QLD;TD7;;MCT;Mount Coot-Tha Tourist Drive;ausqld.td007mct;
ausqldtd;AUS-QLD;TD8;;CHi;Central Highlands Tourist Route;ausqld.td008chi;
ausqldtd;AUS-QLD;TD8;;;Shearers Way;ausqld.td008;
ausqldtd;AUS-QLD;TD8;;MtN;Mount Nebo Tourist Drive;ausqld.td008mtn;
ausqldtd;AUS-QLD;TD8;;GCH;Gold Coast Hinterland Food & Wine Trail;ausqld.td008gch;
ausqldtd;AUS-QLD;TD9;;;Mount Glourious Tourist Drive;ausqld.td009;
ausqldtd;AUS-QLD;TD10;;;Capricorn Coast Tourist Drive;ausqld.td010;
ausqldtd;AUS-QLD;TD11;;;Sunflower Route;ausqld.td011;
ausqldtd;AUS-QLD;TD12;;Spr;Sprint Route;ausqld.td012spr;
ausqldtd;AUS-QLD;TD12;;;Fraser Coast Tourist Drive;ausqld.td012;
ausqldtd;AUS-QLD;TD14;;;Cedar Route;ausqld.td014;
ausqldtd;AUS-QLD;TD16;;;Scenic Rim Tourist Drive;ausqld.td016;
ausqldtd;AUS-QLD;TD21;;;The Falls Drive;ausqld.td021;
ausqldtd;AUS-QLD;TD22;;;Kenilworth Tourist Drive;ausqld.td022;
ausqldtd;AUS-QLD;TD23;;;Blackhall Range Tourist Drive;ausqld.td023;
ausqldtd;AUS-QLD;TD24;;;Glass House Mtns Tourist Drive;ausqld.td024;
ausqldtd;AUS-QLD;TD25;;;Tanhawa - Forest Glen Tourist Drive;ausqld.td025;
ausqldtd;AUS-QLD;TD29;;;Mt Mee Tourist Drive;ausqld.td029;
ausqldtd;AUS-QLD;TD40;;;Gympie City Tourist Drive;ausqld.td040;
ausqldtd;AUS-QLD;TD41;;;Opportunity Drive;ausqld.td041;
ausqldtd;AUS-QLD;TD42;;;Mary Valley Tourist Drive;ausqld.td042;
ausqldtd;AUS-QLD;TD43;;;Cooloola Coast-Fraser Island Tourist Drive;ausqld.td043;
ausqldtd;AUS-QLD;AusDinTrl;;;Australia's Dinosaur Trail;ausqld.ausdintrl;
ausqldtd;AUS-QLD;CCTD;;;Cobb & Co Tourist Drive;ausqld.cctd;
ausqldtd;AUS-QLD;CWTD;;;Canecutter Way Tourist Drive;ausqld.cwtd;
ausqldtd;AUS-QLD;DinFenDr;;;Dingo Barrier Fence Drive;ausqld.dinfendr;
ausqldtd;AUS-QLD;GBRTD;;Tri;Great Barrier Reef Tourist Drive (Cape Tribuation);ausqld.gbrtdtri;
ausqldtd;AUS-QLD;GBRTD;;;Great Barrier Reef Tourist Drive (Mossman);ausqld.gbrtd;
ausqldtd;AUS-QLD;GtBunDr;;;Great Bunya Drive;ausqld.gtbundr;
ausqldtd;AUS-QLD;HibCoaTD;;;Hibiscus Coast Tourist Drive;ausqld.hibcoatd;
ausqldtd;AUS-QLD;HibCoaTD;;Kut;Hibiscus Coast Tourist Drive (Kuttabul);ausqld.hibcoatdkut;
ausqldtd;AUS-QLD;MBTD;;;Mission Beach Tourist Drive;ausqld.mbtd;
ausqldtd;AUS-QLD;NMBTD;;;Northern Moreton Bay Tourist Drive;ausqld.nmbtd;
ausqldtd;AUS-QLD;PioValTD;;;Pioneer Valley Tourist Drive;ausqld.piovaltd;
ausqldtd;AUS-QLD;SMBTD;;;Southern Moreton Bay Tourist Drive;ausqld.smbtd;
